Movie Hebrew name,Movie name,Extra name,Year,Movie type,Grade,Lead actor\ess,Language
אנני,Annie,,2014,Family,Good,Jamie Foxx,English
סיפורו של דולפין 2,Dolphin Tale 2,,2014,Family,OK,Morgan Freeman,English
להציל את אקו,Earth to Echo,,2014,Family,OK,,English
אל תוך היער,Into the woods,,2014,Family,Less,Meryl Streep,English
,Jingle All the Way 2,,2014,Family,Pass,,English
החבובות - מבוקשות!,Muppets Most Wanted,,2014,Family,OK,Tina Fey,English
לילה מוטרף במוזיאון: סוד הקבר,Night at the Museum: Secret of the Tomb,,2014,Family,OK,Ben Stiller,English
הדב פדינגטון,Paddington,,2014,Family,Good,,English
,Rocky Road,,2014,Family,OK,,English
הדרדסים 2,The Smurfs 2,,2014,Family,Good,Katy Perry,English
החבר המושלם שלי,How to Build a Better Boy,,2014,Comedy,Less,,English
שלושה ימים להרוג,3 Days to Kill,,2014,Action,OK,Kevin Costner,English
פצעי לחימה,A Certain Justice,Puncture Wounds,2014,Action,Pass,Dolph Lundgren,English
איש טוב,A Good Man,,2014,Action,Pass,Steven Seagal,English
הדרך לגהנום,A Walk Among the Tombstones,,2014,Action,OK,Liam Neeson,English
,American Heist,,2014,Action,Less,Adrien Brody,English
באד אס 2,Bad Ass 2: Bad Asses,,2014,Action,Less,Danny Glover,English
נשיא על הכוונת,Big Game,,2014,Action,OK,Samuel L. Jackson,English
,BlackJacks,SEAL Patrol,2014,Action,Pass,,English
שכונות הפשע ,Brick Mansions,,2014,Action,Less,,English
קליע,Bullet,,2014,Action,Less,,English
דרקולה: ההתחלה,Dracula Untold,,2014,Action,OK,,English
מרוץ נגד הזמן,Dying of the Light,,2014,Action,Pass,Nicolas Cage,English
אברלי,Everly,,2014,Action,OK,Salma Hayek,English
עליית הבז,Falcon Rising,,2014,Action,Pass,,English
אנשים טובים,Good People,,2014,Action,Less,Kate Hudson,English
,Gun Woman,,2014,Action,OK,,English
שובו של הרקולס,Hercules Reborn,,2014,Action,Bad,,English
ג'ון וויק,John Wick,,2014,Action,Good,Keanu Reeves,English
,Kill Me Three Times,,2014,Action,Less,,English
קינגסמן - השירות החשאי,Kingsman: The Secret Service,Kingsman,2014,Action,OK,Colin Firth,English
,Kite,,2014,Action,OK,Samuel L. Jackson,English
הצרפתי,La French,,2014,Action,OK,,French
הצורך במהירות,Need for Speed,,2014,Action,Pass,,English
נון סטופ,Non-Stop,,2014,Action,OK,Liam Neeson,English
עבודה מסוכנת,Not Safe for Work,,2014,Action,Less,,English
היו זמנים בשנחאי,Once Upon a Time in Shanghai,,2014,Action,Good,,Asian
,Outcast ,,2014,Action,OK,Nicolas Cage,English
רובוקופ,RoboCop,,2014,Action,Good,Gary Oldman,English
,Robot Overlords,,2014,Action,Less,Gillian Anderson,English
חבלה,Sabotage,,2014,Action,Less,Arnold Schwarzenegger,English
צוות אריות הים 8: מאחורי קווי האויב,Seal Team Eight: Behind Enemy Lines,,2014,Action,Pass,,English
,Sector 4,,2014,Action,Pass,,English
הצלף: מורשת,Sniper: Legacy,,2014,Action,Less,Tom Berenger,English
חטופה 3,Taken 3,,2014,Action,Good,Liam Neeson,English
צבי הנינג'ה,Teenage Mutant Ninja Turtles,,2014,Action,Less,Whoopi Goldberg,English
,The Anomaly,,2014,Action,Less,,English
נקודת שוויון,The Equalizer,El protector,2014,Action,Good,Denzel Washington,English
בלתי נשכחים 3,The Expendables 3,,2014,Action,Less,Sylvester Stallone,English
איש נובמבר,The November Man,,2014,Action,OK,Pierce Brosnan,English
,The Outsider,,2014,Action,Pass,,English
הטיהור 2: לשרוד את הלילה,The Purge: Anarchy,,2014,Action,OK,,English
הפשיטה 2,The Raid 2: Berandal,The Raid 2,2014,Action,Pass,,Asian
טוקרב,Tokarev,,2014,Action,Less,Nicolas Cage,English
האקדמיה לערפדים,Vampire Academy,,2014,Action,Less,,English
דם זדוני,Wicked Blood,,2014,Action,Pass,,English
,Yi ge ren de wu lin,Kung Fu Jungle,2014,Action,Pass,,Asian
רחוב ג'אמפ 22,22 Jump Street,,2014,Comedy,Good,Jonah Hill,English
מיליון דרכים להתפגר,A Million Ways to Die in the West,,2014,Comedy,Good,Liam Neeson,English
ברביקיו,Barbecue,,2014,Comedy,Good,,French
תקועים בחופשה,Blended,,2014,Comedy,OK,Adam Sandler,English
קובה אהובתי,Cuban Fury,,2014,Comedy,OK,,English
טיפשים בלי הפסקה 2,Dumb and Dumber To,,2014,Comedy,OK,Jim Carrey,English
,Happy Christmas,,2014,Comedy,Less,Anna Kendrick,English
איך להיפטר מהבוס 2,Horrible Bosses 2,,2014,Comedy,OK,,English
נראה אותך שוטר,Let's Be Cops,,2014,Comedy,OK,,English
ירושה במזל,Lucky Stiff,,2014,Comedy,Less,,English
ערב אמהות,Moms' Night Out,,2014,Comedy,Less,,English
למה זה מגיע לי,Qu'est-ce qu'on a fait au Bon Dieu?,Serial Bad Weddings,2014,Comedy,Good,,French
משלחת חיפוש,Search Party,,2014,Comedy,Less,,English
,She's Funny That Way,,2014,Comedy,OK,Jennifer Aniston,English
,Someone Marry Barry,,2014,Comedy,Less,,English
היפוכונדר מבריק,Supercondriaque,,2014,Comedy,Less,,French
תמי,Tammy,,2014,Comedy,Less,Susan Sarandon,English
,The Cobbler,,2014,Comedy,OK,Adam Sandler,English
משחקי ההנגאובר,The Hungover Games,,2014,Comedy,OK,,English
,The Infinite Man,,2014,Comedy,Less,,English
ראיון סוף,The Interview,,2014,Comedy,Good,Seth Rogen,English
,The Single Moms Club,,2014,Comedy,OK,Amy Smart,English
אבודה במיני,Walk of Shame,,2014,Comedy,OK,,English
,While We're Young,,2014,Comedy,Less,Ben Stiller,English
הרומן של אתמול בלילה,About Last Night,,2014,Comedy,Pass,,English
,All Relative,,2014,Comedy,OK,Connie Nielsen,English
ככה זה עובד,And So It Goes,,2014,Comedy,Good,Michael Douglas,English
,Big Stone Gap,,2014,Comedy,Less,Ashley Judd,English
,Date and Switch,,2014,Comedy,Less,Dakota Johnson,English
אלזה ופרד,Elsa & Fred,,2014,Comedy,OK,Shirley MacLaine,English
,Hello Ladies: The Movie,,2014,Comedy,OK,,English
כמו מאהב אנגלי,How to Make Love Like an Englishman,,2014,Comedy,Less,Pierce Brosnan,English
כמו מאהב אנגלי,How to Make Love Like an Englishman,Some Kind Of Beautiful,2014,Comedy,OK,Pierce Brosnan,English
,Laggies,,2014,Comedy,Good,Keira Knightley,English
,Life Partners,,2014,Comedy,Less,Leighton Meester,English
"באהבה, רוזי","Love, Rosie",,2014,Comedy,OK,Lily Collins,English
קסם לאור הירח,Magic in the Moonlight,,2014,Comedy,Good,Emma Stone,English
ילד בוודאות,Obvious Child,,2014,Comedy,Less,,English
לא מתרגש,Playing It Cool,,2014,Comedy,OK,Michelle Monaghan,English
סקס טייפ,Sex Tape,,2014,Comedy,OK,Cameron Diaz,English
אהבה בהמתנה,Standby,,2014,Comedy,Less,,English
הדייט שהביך אותי,That Awkward Moment,,2014,Comedy,Less,Zac Efron,English
האישה האחרת,The Other Woman,,2014,Comedy,OK,Cameron Diaz,English
,They Came Together,,2014,Comedy,OK,Paul Rudd,English
לחשוב כמו גבר 2,Think Like a Man Too,,2014,Comedy,Pass,,English
,Top Five,,2014,Comedy,Good,Chris Rock,English
להחזיק מעמד שני לילות,Two Night Stand,,2014,Comedy,Less,,English
לעולם לא תהיה לנו את פריז,We'll Never Have Paris,,2014,Comedy,Less,,English
,Alpha House,,2014,Comedy,OK,,English
,Bachelor Night,,2014,Comedy,Less,,English
,Bad Johnson,,2014,Comedy,OK,,English
משתוללת,Behaving Badly,,2014,Comedy,Less,Selena Gomez,English
,Intramural,Balls Out,2014,Comedy,Less,,English
שכנים,Neighbors,Bad Neighbors,2014,Comedy,OK,Seth Rogen,English
לאבד את זה,Premature,,2014,Comedy,Less,,English
קרועים 2,The Inbetweeners 2,,2014,Comedy,Less,,English
,Burying the Ex,,2014,Comedy,OK,Alexandra Daddario,English
יוצאים לסיבוב,Ride Along,,2014,Comedy,Less,Ice Cube,English
סטרץ',Stretch,,2014,Comedy,Good,,English
,10.000 Km,Long Distance,2014,,Less,,Spanish
,Come Back to Me,,2015,Horror,Pass,,English
,Crimson Peak,,2015,Horror,Pass,Mia Wasikowska,English
,Green Room,,2015,Horror,Less,,English
דפיקה בדלת,Knock Knock,,2015,Horror,Pass,Keanu Reeves,English
,Sinister 2,,2015,Horror,Pass,,English
,The Atticus Institute,,2015,Horror,Pass,,English
,The Hallow,,2015,Horror,Pass,,English
,The Intruders,,2015,Horror,Pass,,English
סודות הותיקן,The Vatican Tapes,,2015,Horror,Pass,,English
אדם קרטיס: האגם המר,Adam Curtis: Bitter Lake,,2015,Documentry,Good,,English
איימי,Amy,,2015,Documentry,Good,Amy Winehouse,English
,Back in Time,,2015,Documentry,OK,,English
ארץ הקרטל,Cartel Land,,2015,Documentry,OK,,English
,City of Gold,,2015,Documentry,Less,,English
קורט קוביין: קולאז' מטלטל של אמן חריג,Cobain: Montage of Heck,,2015,Documentry,Less,,English
,Elstree 1976,,2015,Documentry,OK,,English
,Francofonia,,2015,Documentry,Less,,Mixed
,Mr. Gaga,,2015,Documentry,Good,Ohad Naharin,English
,Racing Extinction,,2015,Documentry,Very good,,English
,Rolling Papers,,2015,Documentry,Less,,English
,Where to Invade Next,,2015,Documentry,OK,Michael Moore,English
45 שנים,45 Years,,2015,Drama,Pass,,English
,90 Minutes in Heaven,,2015,Drama,OK,,English
,A Girl Like Her,,2015,Drama,OK,,English
,A Perfect Day,,2015,Drama,Good,Tim Robbins,English
דרך ארוכה,A Walk in the Woods,,2015,Drama,Good,Robert Redford,English
,Anesthesia,,2015,Drama,Less,Kristen Stewart,English
,Babysitter's Black Book,,2015,Drama,Less,,English
חוקי הפשע,Black Mass,,2015,Drama,OK,Johnny Depp,English
אחיות בדם,Bleeding Heart,,2015,Drama,Less,Jessica Biel,English
,Brooklyn,,2015,Drama,Good,,English
ליד הים,By the Sea,,2015,Drama,Less,Angelina Jolie,English
,Carol,,2015,Drama,OK,Cate Blanchett,English
,Chi-Raq,,2015,Drama,OK,Samuel L. Jackson,English
,Closet Monster,,2015,Drama,Less,,English
,Colonia,,2015,Drama,OK,Emma Watson,English
,Complete Unknown,,2015,Drama,Less,Rachel Weisz,English
תשוקה,Concussion,,2015,Drama,OK,Will Smith,English
בריונות ברשת,Cyberbully,,2015,Drama,OK,,English
הרס,Demolition,,2015,Drama,OK,Jake Gyllenhaal,English
,Dheepan,,2015,Drama,OK,,French
,Digging for Fire,,2015,Drama,OK,,English
,Every Thing Will Be Fine,,2015,Drama,Less,James Franco,English
,Experimenter,,2015,Drama,OK,Winona Ryder,English
אבות ובנות,Fathers and Daughters,,2015,Drama,Less,Amanda Seyfried,English
חמישים גוונים של אפור,Fifty Shades of Grey,,2015,Drama,Less,,English
,Five Nights in Maine,,2015,Drama,Less,Hani Furstenberg,English
לאהוב אותה,Freeheld ,,2015,Drama,Good,Steve Carell,English
,High-Rise,,2015,Drama,Less,,English
איש ללא הגיון,Irrational Man,,2015,Drama,OK,Emma Stone,English
,Jack of the Red Hearts,,2015,Drama,OK,,English
,Joy,,2015,Drama,OK,Jennifer Lawrence,English
,King Jack,,2015,Drama,OK,,English
,Knight of Cups,,2015,Drama,Less,Natalie Portman,English
ערכו של אדם,La loi du marché,,2015,Drama,Less,,English
,Lamb,,2015,Drama,OK,,English
אגדת האחים קריי,Legend,,2015,Drama,OK,,English
,Les cowboys,,2015,Drama,Good,,French
,Lolo,,2015,Drama,Less,,French
,L'ombre des femmes,,2015,Drama,Less,,French
,Lost in the Sun,,2015,Drama,OK,,English
השקט שבפנים,Louder Than Bombs,,2015,Drama,OK,Jesse Eisenberg,English
,Made in France,,2015,Drama,OK,,French
,Marguerite,,2015,Drama,OK,,French
אמא שלי,Mia madre,,2015,Drama,Less,John Turturro,Italian
,Miles Ahead,,2015,Drama,Less,Ewan McGregor,English
כבר מתגעגעת,Miss You Already,,2015,Drama,OK,Drew Barrymore,English
,Mississippi Grind,,2015,Drama,Less,Ryan Reynolds,English
ילדות פרא,Mustang ,,2015,Drama,OK,,Arabic
"אין סיכוי, חוזה",No Way Jose,,2015,Drama,Less,Adam Goldberg,English
"משברים בע""מ",Our Brand Is Crisis,,2015,Drama,Less,Sandra Bullock,English
אחותנו הקטנה,Our Little Sister,Umimachi Diary,2015,Drama,OK,,Asian
ערים של נייר,Paper Towns,,2015,Drama,Good,,English
אמא שניה,Que Horas Ela Volta?,The Second Mother,2015,Drama,OK,,Spanish
מלכת המדבר,Queen of the Desert,,2015,Drama,Less,Nicole Kidman,English
ריקי והפלאש,Ricki and the Flash,,2015,Drama,Good,,English
חדר,Room,,2015,Drama,OK,,English
,Sky,,2015,Drama,Less,Diane Kruger,English
,Spare Parts,,2015,Drama,Good,Marisa Tomei,English
,Spotlight,,2015,Drama,OK,Michael Keaton,English
,"Stockholm, Pennsylvania",,2015,Drama,Less,Saoirse Ronan,English
סופרגסטיות,Suffragette,,2015,Drama,OK,Meryl Streep,English
הסיפור של אדליין,The Age of Adaline,,2015,Drama,OK,Blake Lively,English
,The Benefactor,,2015,Drama,OK,Dakota Fanning,English
מכונת הכסף,The Big Short,,2015,Drama,OK,Steve Carell,English
,The Bridge,,2015,Drama,Less,,English
מלך הכיתה,The D Train,,2015,Drama,Less,Jack Black,English
הבת,The Daughter,,2015,Drama,Less,Geoffrey Rush,English
המלבישה,The Dressmaker,,2015,Drama,Less,Kate Winslet,English
,The End of the Tour,,2015,Drama,Less,Jesse Eisenberg,English
,The Fits,,2015,Drama,OK,,English
,The Girl in the Book,,2015,Drama,Less,,English
,The Lady in the Van,,2015,Drama,Less,,English
,The Meddler,,2015,Drama,OK,Susan Sarandon,English
נשארים ללילה,The Overnight,,2015,Drama,OK,,English
,The Perfect Guy,,2015,Drama,Pass,,English
,The Runner,,2015,Drama,Pass,Nicolas Cage,English
ים של עצים,The Sea of Trees,,2015,Drama,Less,Matthew McConaughey,English
,The Stanford Prison Experiment,,2015,Drama,Less,,English
על חבל דק,The Walk,,2015,Drama,OK,Joseph Gordon-Levitt,English
זכרונות נעורים,Trois souvenirs de ma jeunesse,,2015,Drama,OK,,French
,True Story,,2015,Drama,Less,Jonah Hill,English
,Trumbo,,2015,Drama,OK,Diane Lane,English
לא צפוי,Unexpected,,2015,Drama,Less,,English
,Victoria,,2015,Drama,Bad,,German
אנחנו החברים שלכם,We Are Your Friends,,2015,Drama,OK,Zac Efron,English
,Wildlike,,2015,Drama,OK,,English
האשה בזהב,Woman in Gold,,2015,Drama,Very good,Helen Mirren,English
נעורים,Youth,,2015,Drama,Less,Michael Caine,English
,Zipper,,2015,Drama,Less,,English
,"10,000 Saints",,2015,Drama,Less,Hailee Steinfeld,English
,A Year and Change,,2015,Drama,OK,,English
,Aferim!,,2015,Drama,Less,,Russian
,Already Tomorrow in Hong Kong,,2015,Drama,Good,Bryan Greenberg,English
,Ashby,,2015,Drama,Very good,Sarah Silverman,English
דני קולינס,Danny Collins,,2015,Drama,Good,Al Pacino,English
פוקוס,Focus,,2015,Drama,Less,Will Smith,English
,Grandma,,2015,Drama,OK,Lily Tomlin,English
החתונה של ג'ני,Jenny's Wedding,,2015,Drama,Less,Katherine Heigl,English
,Klovn Forever,,2015,Drama,Less,,English
,L'hermine,,2015,Drama,Less,,French
הרומן של מגי,Maggie's Plan,,2015,Drama,Less,Julianne Moore,English
,Me and Earl and the Dying Girl,,2015,Drama,Good,,English
גברות באמריקה,Mistress America,,2015,Drama,Less,,English
ממשפחה לא בורחים,Papa ou maman,,2015,Drama,OK,,French
לשכב עם אחרים,Sleeping with Other People,,2015,Drama,OK,,English
,The Escort,,2015,Drama,Less,Lyndsy Fonseca,English
משפחת פאנג,The Family Fang,,2015,Drama,Less,Nicole Kidman,English
,The Lobster,,2015,Drama,Bad,,English
מלון מריגולד האקזוטי השני,The Second Best Exotic Marigold Hotel,,2015,Drama,Less,Judi Dench,English
,Tumbledown,,2015,Drama,Less,,English
,Far from the Madding Crowd,,2015,Drama,Less,,English
,Ithaca,,2015,Drama,Less,,English
ילד קטן,Little Boy,,2015,Drama,OK,,English
מקבת,Macbeth,,2015,Drama,OK,,English
,Michiel de Ruyter,Admiral,2015,Drama,OK,,English
מר הולמס,Mr. Holmes,,2015,Drama,Good,,English
הבן של שאול,Saul fia,Son of Saul,2015,Drama,Good,,Mixed
,Skammerens datter,The Shamers Daughter,2015,Drama,Less,,Norw-Fin-Swed
,Creed,,2015,Drama,Good,Sylvester Stallone,English
"מקפרלנד, ארה""ב","McFarland, USA",,2015,Drama,OK,Kevin Costner,English
,My All-American,,2015,Drama,Less,Aaron Eckhart,English
ללא כפפות,Southpaw,,2015,Drama,OK,Jake Gyllenhaal,English
,The Bronze,,2015,Drama,OK,,English
אהבה למרחקים ארוכים,The Longest Ride,,2015,Drama,OK,Alan Alda,English
התכנית,The Program,,2015,Drama,OK,,English
,Woodlawn,,2015,Drama,Less,,English
הגל,Bølgen,The Wave,2015,Adventure,Good,,Norw-Fin-Swed
,Chloe & Theo,,2015,Adventure,OK,,English
,El abrazo de la serpiente,Embrace of the Serpent,2015,Adventure,Less,,Spanish
אוורסט,Everest,,2015,Adventure,Good,,English
אגדת האגדות,Il racconto dei racconti ,Tale of Tales,2015,Adventure,Less,Salma Hayek,Italian
בלב ים,In the Heart of the Sea,,2015,Adventure,Less,,English
,Last Knights,,2015,Adventure,Less,Morgan Freeman,English
הזאב האחרון,Le dernier loup,Wolf Totem,2015,Adventure,OK,,Asian
סאן אנדראס,San Andreas,,2015,Adventure,Good,Dwayne Johnson,English
,The Lovers,,2015,Adventure,Less,Josh Hartnett,English
האיש שנולד מחדש,The Revenant,,2015,Adventure,Good,Leonardo DiCaprio,English
הזאב האחרון,Wolf Totem,Le dernier loup,2015,Adventure,Good,,Asian
סיפור על אהבה וחושך,A Tale of Love and Darkness,,2015,Israeli,OK,Natalie Portman,English
אבולהלה,Abulele,,2015,Israeli,OK,,English
באבא ג'ון,Baba Joon,,2015,Israeli,Less,,Hebrew
ברש,Barash,,2015,Israeli,Less,,Hebrew
תיקון,Tikkun,,2015,Israeli,Bad,,Hebrew-English
איביזה,איביזה,,2015,Israeli,Less,,Hebrew
המילים הטובות,המילים הטובות,,2015,Israeli,OK,,Hebrew
מה כבר יכול לקרות,מה כבר יכול לקרות,,2015,Israeli,Less,,English
,Air,,2015,SF,Less,,English
אנטמן,Ant-Man,,2015,SF,Good,Paul Rudd,English
הנוקמים: עידן אולטרון,Avengers: Age of Ultron,,2015,SF,Good,Robert Downey Jr.,English
צ'אפי,Chappie,,2015,SF,OK,Hugh Jackman,English
,Equals,,2015,SF,Less,Kristen Stewart,English
אקס מאכינה,Ex Machina,,2015,SF,Less,,English
ארבעת המופלאים,Fantastic Four,,2015,SF,Good,Kate Mara,English
מורדים,Insurgent,,2015,SF,Good,Kate Winslet,English
עלייתה של ג'ופיטר,Jupiter Ascending,,2015,SF,OK,Mila Kunis,English
עולם היורה,Jurassic World,,2015,SF,Good,,English
מקס הזועם: כביש הזעם,Mad Max: Fury Road,,2015,SF,OK,Charlize Theron,English
מגי,Maggie,,2015,SF,Less,Arnold Schwarzenegger,English
הרץ במבוך: מבחני הכוויה,Maze Runner: The Scorch Trials,,2015,SF,Good,,English
יקומים מקבילים,Parallels,,2015,SF,Less,,English
,Predator Dark Ages,,2015,SF,Less,,English
,Raiders of the Lost Shark,,2015,SF,Bad,,English
מלחמת הכוכבים: הכח מתעורר,Star Wars: Episode VII - The Force Awakens,,2015,SF,Great,Harrison Ford,English
שליחות קטלנית: ג'ניסיס,Terminator Genisys,,2015,SF,Good,Arnold Schwarzenegger,English
משחקי הרעב: עורבני חקיין - חלק ב',The Hunger Games: Mockingjay - Part 2,,2015,SF,Good,Jennifer Lawrence,English
להציל את מארק וויטני,The Martian,,2015,SF,Good,Matt Damon,English
בחזרה למחר,Tomorrowland,,2015,SF,Less,George Clooney,English
,Victor Frankenstein,,2015,SF,Good,Daniel Radcliffe,English
,Born to Be Blue,,2015,Musical,OK,Ethan Hawke,English
פיץ' פרפקט 2,Pitch Perfect 2,,2015,Musical,OK,Anna Kendrick,English
היישר מקומפטון,Straight Outta Compton,,2015,Musical,Less,Paul Giamatti,English
,A Bigger Splash,,2015,Thriller,OK,Ralph Fiennes,English
יפה ומסובבת,Beautiful & Twisted,,2015,Thriller,Bad,Rob Lowe,English
בלקהאט,Blackhat,,2015,Thriller,Less,,English
קשורה,Bound,,2015,Thriller,Pass,,English
גשר המרגלים,Bridge of Spies,,2015,Thriller,Good,Tom Hanks,English
היזהר ממה שאתה מבקש,Careful What You Wish For,,2015,Thriller,OK,,English
,Cop Car,,2015,Thriller,Less,Kevin Bacon,English
הקרימינלים,Criminal Activities,,2015,Thriller,OK,John Travolta,English
מקומות אפלים,Dark Places,,2015,Thriller,OK,Charlize Theron,English
,Desierto,,2015,Thriller,Less,,English
,El desconocido,Retribution,2015,Thriller,Less,,Spanish
,Emelie,,2015,Thriller,Less,,English
,Heist,,2015,Thriller,Less,Robert De Niro,English
,Into the Forest,,2015,Thriller,OK,,English
לחטוף את פרדי הייניקן,Kidnapping Mr. Heineken,,2015,Thriller,Less,Anthony Hopkins,English
,La dame dans l'auto avec des lunettes et un fusil,The Lady in the Car with Glasses and a Gun,2015,Thriller,OK,,French
לילה ואיב,Lila & Eve,,2015,Thriller,Less,Jennifer Lopez,English
,Maryland,,2015,Thriller,Less,Diane Kruger,English
אין לאן לברוח,No Escape,,2015,Thriller,OK,Owen Wilson,English
תחת לחץ,Pressure,,2015,Thriller,Less,,English
,Regression,,2015,Thriller,Less,Ethan Hawke,English
,Remember,,2015,Thriller,Good,Christopher Plummer,English
,Return to Sender,,2015,Thriller,OK,Nick Nolte,English
,Secret in Their Eyes,,2015,Thriller,OK,Julia Roberts,English
סיקאריו,Sicario,,2015,Thriller,Good,Emily Blunt,English
השכן ממול,The Boy Next Door,,2015,Thriller,Less,Jennifer Lopez,English
שם קוד מ.ל.א.ך,The Man from U.N.C.L.E.,,2015,Thriller,Good,,English
האמיצה,Tiger House,,2015,Thriller,OK,,English
האיש האחרון,Z for Zachariah,,2015,Thriller,Less,,English
טומהוק העצמות,Bone Tomahawk,,2015,Thriller,OK,Kurt Russell,English
,Córki dancingu,The Lure,2015,Thriller,OK,,Norw-Fin-Swed
,Jeruzalem,,2015,Thriller,OK,Yael Grobglas,English
,Pay the Ghost,,2015,Thriller,Pass,Nicolas Cage,English
,Solace,,2015,Thriller,OK,Colin Farrell,English
,Beasts of No Nation,,2015,War,Good,,Mixed
ילד 44,Child 44,,2015,War,OK,Gary Oldman,English
עין בשמיים,Eye in the Sky,,2015,War,OK,Helen Mirren,English
,Hyena Road,,2015,War,Less,,English
,Saints and Soldiers: War Pigs,,2015,War,OK,,English
,Under sandet,,2015,War,OK,,German
,Diablo,,2015,Western,Less,,English
,Forsaken,,2015,Western,Less,Kiefer Sutherland,English
מערב איטי,Slow West,,2015,Western,Less,,English
מפלצת של מלון 2,Hotel Transylvania 2,,2015,Animated,Great,,English
הקול בראש,Inside Out,,2015,Animated,Very good,,English
המיניונים,Minions,,2015,Animated,Good,,English
"אופס, בול הגיע המבול",Ooops! Noah is Gone...,,2015,Animated,Pass,,English
,Open Season: Scared Silly,,2015,Animated,OK,,English
הדייט הראשון של ריילי?,Riley's First Date?,,2015,Animated,OK,,English
שון כבשון הסרט,Shaun the Sheep Movie,,2015,Animated,OK,,English
,Star Wars: Revelations,,2015,Animated,OK,,English
,Strange Magic,,2015,Animated,Pass,,English
הנסיך הקטן,The Little Prince,,2015,Animated,Good,,English
סנופי וצ'רלי בראון: פינט הסרט,The Peanuts Movie,,2015,Animated,OK,,English
בוב ספוג מכנס מרובע: הסרט,The SpongeBob Movie: Sponge Out of Water,,2015,Animated,OK,Antonio Banderas,English
סינדרלה,Cinderella,,2015,Family,Good,Cate Blanchett,English
,Gespensterjäger,Ghosthunters,2015,Family,Pass,,German
צמרמורת,Goosebumps,,2015,Family,OK,Jack Black,English
מקס,Max,,2015,Family,Good,,English
פן,Pan,,2015,Family,OK,Hugh Jackman,English
,Wiener Dog Internationals,,2015,Family,Less,,English
,4Got10,,2015,Action,Pass,Dolph Lundgren,English
,American Ultra,,2015,Action,Good,Jesse Eisenberg,English
,Broken Horses,,2015,Action,OK,,English
,Close Range,,2015,Action,Pass,,English
איום מיידי,Extraction,,2015,Action,OK,Bruce Willis,English
,Final Girl,,2015,Action,Less,,English
מהיר ועצבני 7,Furious Seven,,2015,Action,OK,Vin Diesel,English
,Hardcore Henry,,2015,Action,OK,Tim Roth,English
היטמן: סוכן 47,Hitman: Agent 47,,2015,Action,OK,,English
משימה בלתי אפשרית: אומת הנוכלים,Mission: Impossible - Rogue Nation,,2015,Action,Good,Tom Cruise,English
מומנטום,Momentum,,2015,Action,OK,Morgan Freeman,English
,Mr. Right,,2015,Action,Good,Anna Kendrick,English
נקודת פריצה,Point Break,,2015,Action,Good,,English
,Pound of Flesh,,2015,Action,Pass,Jean-Claude Van Damme,English
מרדף לילי,Run All Night,,2015,Action,OK,Liam Neeson,English
חי פעמיים,Self/less,,2015,Action,OK,Ryan Reynolds,English
ספקטר - 007,Spectre,,2015,Action,Good,Daniel Craig,English
,Spooks: The Greater Good,,2015,Action,OK,,English
שורדת,Survivor,,2015,Action,Less,Milla Jovovich,English
חרב של נקמה,Sword of Vengeance,,2015,Action,Bad,,English
מתנקש על הכוונת,The Gunman,,2015,Action,OK,Sean Penn,English
שמונת השנואים,The Hateful Eight,,2015,Action,OK,Kurt Russell,English
צייד המכשפות האחרון,The Last Witch Hunter,,2015,Action,OK,Vin Diesel,English
,The Man with the Iron Fists 2,,2015,Action,Less,,English
טרנספורטר: סכנה מיידית,The Transporter Refueled,,2015,Action,Good,,English
עוקבים,Tracers,,2015,Action,Pass,,English
טורבו קיד,Turbo Kid,,2015,Action,Bad,,English
וייס,Vice,,2015,Action,Less,Bruce Willis,English
קלף חזק,Wild Card,,2015,Action,Good,Jason Statham,English
,Yip Man 3,Ip Man 3,2015,Action,OK,,Asian
,#Lucky Number,,2015,Comedy,Less,,English
,7 Days in Hell,,2015,Comedy,Less,Andy Samberg,English
,Absolutely Anything,,2015,Comedy,OK,Kate Beckinsale,English
סינדרלה והעיר הגדולה,After the Ball,,2015,Comedy,Bad,,English
משחק באש,Burnt,,2015,Comedy,OK,Bradley Cooper,English
גבר גבר,Daddy's Home,,2015,Comedy,OK,Will Ferrell,English
,Don Verdean,,2015,Comedy,Good,,English
,Dope,,2015,Comedy,Less,,English
הפמליה,Entourage,,2015,Comedy,OK,,English
נראה אותך אסיר,Get Hard,,2015,Comedy,OK,Will Ferrell,English
אין כמו בגיהנום,Home Sweet Hell,,2015,Comedy,Less,Katherine Heigl,English
בדרך לג'קוזי עוצרים בזמן,Hot Tub Time Machine 2,,2015,Comedy,OK,,English
,Joe Dirt 2: Beautiful Loser,,2015,Comedy,Less,David Spade,English
כולם אוהבים את הקופרס,Love the Coopers,,2015,Comedy,OK,Amanda Seyfried,English
מג'יק מייק 2,Magic Mike XXL,,2015,Comedy,Less,Channing Tatum,English
צ'ארלי מרדכי,Mortdecai,,2015,Comedy,OK,Johnny Depp,English
פול בלארט נשאר בווגאס,Paul Blart: Mall Cop 2,,2015,Comedy,OK,,English
רוק בקסבה - באפגניסטן,Rock the Kasbah,,2015,Comedy,Good,Bill Murray,English
,See You in Valhalla,,2015,Comedy,Less,,English
,Sisters,,2015,Comedy,OK,Tina Fey,English
מרגלת,Spy,,2015,Comedy,OK,Jude Law,English
טד 2,Ted 2,,2015,Comedy,OK,Mark Wahlberg,English
